Time,Unit #01 (11A1).kW Measured (kW),Unit #02 (11A2).kW Measured (kW),Unit #03 (11A3).kW Measured (kW),Unit #04 (11A4).kW Measured (kW),Unit #05 (11A5).kW Measured (kW),Unit #06 (11A6).kW Measured (kW),Unit #07 (11A7).kW Measured (kW),Unit #08 (11A8).kW Measured (kW),Unit #09 (11B1).kW Measured (kW),Unit #10 (11B2).kW Measured (kW),Unit #11 (11B3).kW Measured (kW),Unit #12 (11B4).kW Measured (kW),Unit #13 (11B5).kW Measured (kW),Unit #14 (11B6).kW Measured (kW),Unit #15 (11B7).kW Measured (kW),Unit #16 (11B8).kW Measured (kW),Unit #17 (12A1).kW Measured (kW),Unit #18 (12A2).kW Measured (kW),Unit #19 (12A3).kW Measured (kW),Unit #20 (12A4).kW Measured (kW),Unit #27 (12B3).kW Measured (kW),Unit #28 (12B4).kW Measured (kW),Unit #29 (12B5).kW Measured (kW),Unit #30 (12B6).kW Measured (kW),Unit #31 (12B7).kW Measured (kW),Unit #32 (12B8).kW Measured (kW),Unit #21 (12A5).kW Measured (kW),Unit #22 (12A6).kW Measured (kW),Unit #23 (12A7).kW Measured (kW),Unit #24 (12A8).kW Measured (kW),Unit #25 (12B1).kW Measured (kW),Unit #26 (12B2).kW Measured (kW)
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2205,-2402,-2406,-2204,-2203,-2203,-2402,-1405,-2003,-3506,-2203,-2605,-2405,-2203,-2200,-1393,-2404,0,-3507,-2402,-2206,-2204,-2406,-2406
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2205,-2403,-2407,-2206,-2204,-2204,-2401,-1406,-2003,-3508,-2203,-2604,-2405,-2204,-2201,-1481,-2403,0,-3506,-2403,-2206,-2202,-2405,-2406
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2365,-2404,-2407,-2207,-2205,-2205,-2402,-1405,-2001,-3504,-2202,-2448,-2405,-2203,-2201,-1500,-2403,0,-3508,-2404,-2206,-2202,-2404,-2408
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2354,-2403,-2407,-2207,-2204,-2205,-2404,-1405,-2005,-3508,-2205,-2407,-2405,-2204,-2202,-1503,-2403,0,-3510,-2405,-2205,-2200,-2406,-2408
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2301,-2404,-2407,-2206,-2207,-2203,-2403,-1405,-2003,-3506,-2204,-2404,-2404,-2204,-2203,-1504,-2402,0,-3508,-2404,-2204,-2201,-2404,-2406
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2237,-2405,-2405,-2206,-2206,-2207,-2402,-1404,-2003,-3506,-2206,-2403,-2403,-2205,-2205,-1504,-2405,0,-3511,-2405,-2204,-2184,-2404,-2406
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2209,-2408,-2403,-2205,-2205,-2205,-2401,-1402,-2002,-3503,-2207,-2404,-2403,-2203,-2205,-1503,-2402,0,-3505,-2403,-2205,-2174,-2403,-2407
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2278,-2406,-2404,-2204,-2205,-2206,-2404,-1403,-2003,-3506,-2207,-2405,-2403,-2206,-2205,-1503,-2402,0,-3508,-2405,-2205,-2195,-2401,-2237
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2264,-2406,-2402,-2205,-2206,-2206,-2406,-1402,-2004,-3504,-2205,-2406,-2401,-2206,-2207,-1503,-2404,0,-3508,-2408,-2207,-2201,-2402,-2210
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2232,-2404,-2400,-2206,-2205,-2206,-2406,-1401,-2006,-3505,-2205,-2404,-2403,-2207,-2206,-1598,-2404,0,-3508,-2407,-2204,-2180,-2402,-2204
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2205,-2404,-2401,-2203,-2204,-2207,-2406,-1403,-2006,-3504,-2204,-2404,-2403,-2208,-2206,-1959,-2403,0,-3506,-2406,-2202,-2148,-2402,-2201
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2201,-2405,-2401,-2201,-2204,-2205,-2407,-1401,-2005,-3507,-2205,-2405,-2404,-2207,-2205,-1995,-2405,0,-3506,-2404,-2205,-2085,-2404,-2201
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2201,-2402,-2402,-2201,-2204,-2203,-2407,-1402,-2005,-3505,-2204,-2402,-2405,-2205,-2206,-2003,-2403,0,-3503,-2403,-2202,-2042,-2404,-2201
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2203,-2402,-2403,-2202,-2205,-2203,-2408,-1403,-2003,-3507,-2206,-2404,-2346,-2205,-2205,-2003,-2404,0,-3504,-2405,-2203,-2021,-2405,-2202
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2202,-2403,-2403,-2203,-2204,-2201,-2405,-1405,-2005,-3507,-2205,-2403,-2322,-2202,-2204,-2002,-2405,0,-3502,-2405,-2201,-2007,-2406,-2202
3/13/2026 11:02,0,0,0,0,0,0,0,0,-2204,-2404,-2403,-2202,-2202,-2203,-2403,-1405,-2005,-3506,-2203,-2404,-2261,-2204,-2205,-2000,-2405,0,-3506,-2404,-2203,-2006,-2408,-2202
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2204,-2402,-2406,-2203,-2201,-2203,-2402,-1406,-2004,-3504,-2202,-2404,-2210,-2205,-2204,-2001,-2407,0,-3506,-2403,-2202,-2004,-2407,-2202
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2205,-2401,-2403,-2203,-2201,-2204,-2401,-1406,-2003,-3508,-2203,-2402,-2206,-2203,-2202,-2001,-2349,0,-3505,-2403,-2202,-2003,-2406,-2201
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2207,-2403,-2407,-2204,-2204,-2203,-2402,-1406,-2005,-3507,-2203,-2404,-2206,-2206,-2205,-2367,-2307,0,-3506,-2404,-2205,-2005,-2405,-2204
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2207,-2401,-2407,-2206,-2203,-2184,-2402,-1406,-2005,-3508,-2202,-2402,-2204,-2203,-2201,-2492,-2235,0,-3507,-2401,-2204,-2003,-2404,-2203
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2205,-2402,-2407,-2206,-2205,-2175,-2401,-1405,-2005,-3508,-2202,-2403,-2204,-2203,-2202,-2505,-2210,0,-3509,-2404,-2206,-2002,-2402,-2204
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2205,-2402,-2405,-2207,-2203,-2132,-2403,-1403,-2003,-3506,-2202,-2402,-2206,-2201,-2202,-2506,-2204,0,-3507,-2403,-2203,-2002,-2403,-2205
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2204,-2407,-2407,-2204,-2206,-2071,-2403,-1405,-2005,-3506,-2204,-2405,-2204,-2204,-2205,-2509,-2205,0,-3506,-2402,-2205,-2003,-2405,-2206
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2203,-2373,-2404,-2205,-2205,-2030,-2403,-1404,-2004,-3506,-2204,-2403,-2203,-2205,-2204,-2732,-2202,0,-3508,-2402,-2206,-2003,-2404,-2206
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2204,-2351,-2404,-2207,-2208,-2010,-2403,-1402,-2003,-3505,-2205,-2403,-2202,-2205,-2207,-2954,-2205,0,-3508,-2403,-2206,-2001,-2402,-2208
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2201,-2298,-2405,-2206,-2207,-2006,-2403,-1403,-2004,-3504,-2206,-2402,-2201,-2205,-2205,-2998,-2204,0,-3510,-2404,-2205,-2002,-2402,-2205
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2203,-2244,-2402,-2205,-2208,-2005,-2404,-1401,-2005,-3503,-2206,-2402,-2203,-2204,-2207,-3006,-2205,0,-3508,-2404,-2204,-2003,-2401,-2203
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2201,-2223,-2405,-2203,-2206,-2005,-2405,-1401,-2005,-3505,-2207,-2404,-2201,-2206,-2208,-3005,-2205,0,-3504,-2407,-2204,-2003,-2349,-2203
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2202,-2292,-2250,-2203,-2205,-2007,-2406,-1402,-2006,-3506,-2204,-2406,-2203,-2206,-2206,-3006,-2204,0,-3508,-2406,-2204,-2004,-2388,-2203
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2201,-2246,-2206,-2202,-2204,-2003,-2406,-1401,-2002,-3504,-2204,-2405,-2202,-2207,-2206,-3219,-2204,0,-3504,-2405,-2203,-2005,-2400,-2202
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2202,-2208,-2202,-2203,-2205,-2005,-2409,-1401,-2004,-3505,-2203,-2404,-2203,-2206,-2204,-3475,-2203,0,-3508,-2407,-2204,-2007,-2404,-2202
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2201,-2204,-2203,-2202,-2204,-2004,-2406,-1401,-2004,-3505,-2205,-2403,-2204,-2206,-2207,-3501,-2204,0,-3504,-2404,-2203,-2005,-2380,-2203
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2202,-2204,-2203,-2201,-2204,-2004,-2403,-1403,-2006,-3503,-2204,-2405,-2203,-2203,-2205,-3505,-2206,0,-3503,-2404,-2204,-2006,-2298,-2204
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2202,-2201,-2205,-2201,-2202,-2002,-2404,-1393,-2004,-3507,-2205,-2405,-2205,-2204,-2204,-3504,-2206,0,-3505,-2405,-2204,-2006,-2248,-2202
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2204,-2202,-2203,-2201,-2203,-2003,-2405,-1376,-2003,-3509,-2204,-2404,-2205,-2202,-2205,-3503,-2206,0,-3505,-2404,-2205,-2006,-2213,-2201
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2206,-2199,-2203,-2201,-2204,-2001,-2404,-1310,-2002,-3509,-2202,-2405,-2206,-2202,-2203,-3506,-2206,0,-3505,-2403,-2202,-2004,-2209,-2201
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2206,-2203,-2205,-2201,-2202,-2003,-2404,-1273,-2006,-3506,-2202,-2404,-2206,-2202,-2202,-3506,-2207,0,-3505,-2404,-2204,-2004,-2208,-2203
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2205,-2202,-2206,-2202,-2204,-2005,-2401,-1229,-1967,-3508,-2203,-2404,-2207,-2202,-2202,-3506,-2207,0,-3506,-2402,-2204,-2005,-2208,-2204
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2206,-2202,-2207,-2203,-2202,-2001,-2403,-1208,-1948,-3510,-2202,-2404,-2207,-2204,-2203,-3506,-2206,0,-3505,-2402,-2205,-2005,-2207,-2203
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2205,-2200,-2206,-2205,-2203,-2003,-2402,-1205,-1892,-3508,-2200,-2404,-2206,-2203,-2204,-3506,-2207,0,-3508,-2401,-2204,-2005,-2204,-2204
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2206,-2202,-2205,-2205,-2204,-2002,-2251,-1281,-1890,-3506,-2201,-2402,-2206,-2201,-2203,-3507,-2205,0,-3507,-2404,-2202,-2002,-2204,-2207
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2206,-2200,-2205,-2206,-2206,-2005,-2221,-1341,-1812,-3505,-2202,-2405,-2205,-2202,-2203,-3509,-2204,0,-3507,-2402,-2205,-2002,-2204,-2207
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2205,-2203,-2206,-2206,-2207,-2004,-2206,-1317,-1804,-3509,-2202,-2402,-2204,-2203,-2204,-3508,-2204,0,-3507,-2404,-2205,-2003,-2205,-2206
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2205,-2204,-2207,-2206,-2207,-2005,-2201,-1258,-1803,-3508,-2202,-2404,-2205,-2202,-2202,-3506,-2204,0,-3508,-2402,-2206,-2003,-2204,-2206
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2206,-2201,-2206,-2206,-2207,-2004,-2202,-1209,-1804,-3508,-2203,-2403,-2203,-2202,-2205,-3510,-2205,0,-3511,-2403,-2206,-2002,-2204,-2206
3/13/2026 11:03,0,0,0,0,0,0,0,0,-2205,-2204,-2204,-2206,-2204,-2004,-2201,-1203,-1801,-3502,-2119,-2403,-2203,-2202,-2202,-3509,-2202,0,-3510,-2401,-2206,-2000,-2203,-2206
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2205,-2204,-2202,-2205,-2206,-2004,-2202,-1202,-1802,-3506,-2092,-2403,-2204,-2203,-2205,-3510,-2203,0,-3507,-2404,-2206,-2002,-2204,-2209
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2204,-2206,-2203,-2203,-2206,-2004,-2201,-1202,-1802,-3504,-2050,-2387,-2203,-2204,-2208,-3507,-2203,0,-3508,-2402,-2206,-2001,-2202,-2208
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2201,-2206,-2204,-2204,-2207,-2005,-2205,-1202,-1804,-3506,-2011,-2375,-2203,-2205,-2205,-3509,-2204,0,-3506,-2405,-2207,-2002,-2202,-2207
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2201,-2206,-2202,-2204,-2207,-2005,-2207,-1200,-1802,-3506,-2006,-2339,-2202,-2204,-2206,-3506,-2205,0,-3509,-2403,-2205,-2003,-2202,-2205
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2201,-2206,-2201,-2205,-2204,-2006,-2204,-1201,-1805,-3506,-2006,-2273,-2204,-2203,-2208,-3507,-2204,0,-3506,-2403,-2205,-2004,-2204,-2204
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2201,-2206,-2201,-2204,-2174,-2004,-2206,-1200,-1805,-3506,-2007,-2220,-2204,-2206,-2206,-3508,-2203,0,-3506,-2406,-2203,-2004,-2202,-2205
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2202,-2205,-2201,-2205,-2150,-2004,-2206,-1201,-1804,-3506,-2007,-2207,-2204,-2206,-2209,-3506,-2204,0,-3506,-2405,-2203,-2004,-2203,-2205
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2201,-2204,-2201,-2204,-2091,-2004,-2207,-1201,-1804,-3504,-2007,-2204,-2203,-2204,-2207,-3507,-2203,0,-3507,-2405,-2202,-2003,-2201,-2205
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2203,-2207,-2202,-2204,-2044,-2002,-2207,-1200,-1804,-3506,-2005,-2205,-2204,-2207,-2205,-3505,-2203,0,-3509,-2405,-2205,-2004,-2202,-2206
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2200,-2204,-2203,-2202,-2015,-2004,-2208,-1200,-1804,-3504,-2008,-2204,-2201,-2206,-2205,-3507,-2204,0,-3507,-2405,-2203,-1946,-2200,-2205
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2201,-2205,-2200,-2203,-2005,-2002,-2204,-1201,-1804,-3506,-2007,-2204,-2203,-2205,-2205,-3503,-2204,0,-3505,-2408,-2205,-1921,-2202,-2202
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2201,-2205,-2201,-2201,-2004,-2004,-2206,-1201,-1803,-3505,-2005,-2204,-2204,-2204,-2206,-3508,-2204,0,-3505,-2406,-2203,-1850,-2202,-2202
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2202,-2208,-2202,-2203,-2004,-2003,-2206,-1201,-1807,-3504,-2005,-2205,-2205,-2206,-2205,-3510,-2204,0,-3508,-2406,-2204,-1810,-2205,-2204
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2202,-2205,-2203,-2145,-2004,-2001,-2207,-1202,-1804,-3503,-2006,-2204,-2203,-2203,-2204,-3508,-2203,0,-3506,-2404,-2203,-1807,-2203,-2202
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2202,-2204,-2203,-2088,-2003,-2001,-2204,-1202,-1804,-3505,-2007,-2205,-2205,-2203,-2205,-3504,-2202,0,-3506,-2404,-2205,-1807,-2205,-2202
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2204,-2206,-2202,-2044,-2004,-2003,-2205,-1203,-1805,-3504,-2004,-2205,-2205,-2203,-2205,-3505,-2204,0,-3503,-2406,-2187,-1804,-2205,-2203
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2202,-2205,-2203,-2005,-2002,-2004,-2202,-1203,-1803,-3507,-2004,-2205,-2207,-2203,-2204,-3503,-2203,0,-3503,-2405,-2175,-1806,-2204,-2201
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2203,-2203,-2203,-2001,-2004,-2002,-2204,-1202,-1806,-3507,-2004,-2203,-2206,-2205,-2203,-3507,-2203,0,-3502,-2404,-2126,-1806,-2203,-2202
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2203,-2203,-2203,-2003,-2002,-2002,-2205,-1202,-1805,-3507,-2006,-2202,-2207,-2203,-2205,-3506,-2206,0,-3507,-2404,-2062,-1804,-2205,-2203
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2166,-2206,-2204,-2002,-2002,-2001,-2204,-1204,-1804,-3504,-2005,-2205,-2207,-2204,-2204,-3505,-2205,0,-3504,-2406,-2020,-1805,-2206,-2202
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2149,-2203,-2204,-2003,-2003,-2003,-2202,-1205,-1804,-3506,-2005,-2204,-2206,-2204,-2203,-3505,-2204,0,-3503,-2405,-2007,-1805,-2206,-2201
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2080,-2204,-2204,-2003,-2003,-2002,-2202,-1205,-1803,-3506,-2004,-2204,-2207,-2203,-2202,-3505,-2204,0,-3503,-2404,-2003,-1805,-2204,-2201
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2041,-2201,-2205,-2003,-2002,-2002,-2204,-1205,-1804,-3508,-2004,-2203,-2205,-2204,-2201,-3503,-2206,0,-3502,-2403,-2002,-1804,-2204,-2202
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2019,-2204,-2208,-2004,-2003,-2002,-2203,-1206,-1805,-3508,-2004,-2203,-2207,-2204,-2139,-3504,-2205,0,-3506,-2403,-2004,-1805,-2204,-2202
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2006,-2204,-2207,-2003,-2001,-2001,-2203,-1205,-1803,-3510,-2003,-2204,-2206,-2204,-2116,-3505,-2204,0,-3502,-2403,-2004,-1803,-2204,-2203
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2005,-2203,-2207,-2003,-2003,-2000,-2201,-1205,-1803,-3510,-2003,-2205,-2208,-2202,-2050,-3505,-2206,0,-3506,-2403,-2003,-1803,-2205,-2203
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2005,-2202,-2206,-2005,-2004,-2001,-2201,-1204,-1803,-3507,-2003,-2201,-2206,-2203,-2006,-3506,-2204,0,-3507,-2401,-2002,-1801,-2204,-2203
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2005,-2203,-2208,-2006,-2005,-2003,-2201,-1204,-1804,-3508,-2002,-2203,-2206,-2117,-2002,-3505,-2205,0,-3509,-2402,-2004,-1801,-2205,-2203
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2004,-2203,-2205,-2007,-2004,-2002,-2202,-1203,-1803,-3504,-2001,-2201,-2205,-2090,-2002,-3508,-2205,0,-3509,-2404,-2004,-1801,-2202,-2204
3/13/2026 11:04,0,0,0,0,0,0,0,0,-2006,-2204,-2206,-2007,-2005,-2003,-2202,-1204,-1801,-3507,-2002,-2204,-2191,-2046,-2003,-3506,-2203,0,-3509,-2404,-2005,-1801,-2203,-2206
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2003,-2203,-2205,-2005,-2006,-2002,-2201,-1202,-1801,-3506,-2001,-2203,-2176,-2006,-2002,-3508,-2204,0,-3508,-2401,-2003,-1800,-2204,-2207
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2005,-2205,-2205,-2007,-2006,-2003,-2202,-1202,-1801,-3506,-2003,-2203,-2117,-2004,-2002,-3508,-2205,0,-3505,-2404,-2006,-1799,-2203,-2208
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2003,-2205,-2204,-2006,-2006,-2003,-2203,-1202,-1802,-3506,-2004,-2202,-2058,-2003,-2005,-3507,-2205,0,-3510,-2403,-2006,-1801,-2202,-2207
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2004,-2208,-2204,-2004,-2005,-2003,-2203,-1202,-1803,-3506,-2003,-2204,-2038,-2003,-2006,-3507,-2204,0,-3511,-2404,-2006,-1801,-2204,-2180
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2004,-2206,-2204,-2005,-2007,-2005,-2205,-1203,-1803,-3502,-2004,-2202,-2005,-2002,-2008,-3507,-2202,0,-3508,-2404,-2005,-1801,-2202,-2152
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2003,-2209,-2204,-2005,-2005,-2005,-2203,-1202,-1803,-3503,-2005,-2203,-2003,-2003,-2006,-3508,-2204,0,-3506,-2405,-2005,-1802,-2203,-2104
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2002,-2207,-2204,-2004,-2006,-2002,-2205,-1201,-1801,-3504,-2004,-2203,-2000,-2002,-2005,-3507,-2203,0,-3509,-2403,-2005,-1801,-2200,-2044
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2000,-2207,-2202,-2003,-2005,-2004,-2207,-1201,-1802,-3506,-2006,-2204,-2001,-2005,-2006,-3509,-2201,0,-3509,-2370,-2005,-1801,-2201,-2016
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2003,-2205,-2202,-2002,-2005,-2005,-2208,-1201,-1803,-3507,-2005,-2203,-2001,-2007,-2006,-3509,-2202,0,-3505,-2321,-2006,-1803,-2201,-2005
3/13/2026 11:05,0,0,0,0,0,0,0,0,-1999,-2204,-2201,-2002,-2003,-2003,-2206,-1200,-1802,-3502,-2005,-2204,-2001,-2006,-2004,-3508,-2202,0,-3507,-2253,-2006,-1802,-2202,-2003
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2000,-2207,-2203,-2002,-2005,-2003,-2206,-1200,-1803,-3504,-2006,-2205,-2002,-2007,-2004,-3508,-2202,0,-3508,-2215,-2006,-1804,-2203,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2000,-2206,-2204,-2003,-2004,-1935,-2207,-1201,-1804,-3506,-2005,-2204,-2000,-2006,-2005,-3506,-2203,0,-3508,-2206,-2005,-1806,-2203,-2004
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2000,-2206,-2203,-2003,-2003,-1891,-2206,-1201,-1804,-3503,-2005,-2204,-2001,-2004,-2004,-3503,-2204,0,-3504,-2206,-2004,-1806,-2202,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2001,-2204,-2203,-2002,-2002,-1842,-2206,-1188,-1803,-3507,-2005,-2203,-2003,-2007,-2003,-3507,-2203,0,-3504,-2206,-2004,-1805,-2202,-2003
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2003,-2204,-2203,-2000,-2003,-1809,-2206,-1173,-1803,-3506,-2005,-2206,-2002,-2007,-2003,-3508,-2202,0,-3507,-2206,-2005,-1805,-2204,-2003
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2003,-2205,-2202,-2001,-2001,-1803,-2204,-1105,-1805,-3505,-2005,-2205,-2002,-2005,-2003,-3507,-2202,0,-3506,-2205,-2003,-1807,-2204,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2003,-2202,-2205,-2001,-2002,-1805,-2203,-1058,-1804,-3502,-2005,-2204,-2004,-2004,-2001,-3506,-2202,0,-3506,-2206,-2003,-1805,-2203,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2002,-2202,-2207,-2001,-2003,-1804,-2203,-1026,-1805,-3507,-2006,-2203,-2005,-2004,-2004,-3507,-2204,0,-3504,-2204,-2003,-1805,-2170,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2004,-2202,-2207,-2001,-2003,-1803,-2202,-1004,-1803,-3505,-2005,-2204,-2003,-2004,-2001,-3504,-2203,0,-3507,-2205,-2004,-1805,-2149,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2004,-2205,-2208,-2002,-2002,-1804,-2205,-1003,-1803,-3507,-2004,-2205,-2004,-2003,-2001,-3506,-2205,0,-3503,-2204,-2003,-1805,-2094,-2001
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2004,-2202,-2206,-2004,-2002,-1801,-2203,-1002,-1804,-3507,-2002,-2204,-2005,-2006,-2001,-3505,-2206,0,-3506,-2205,-2002,-1804,-2036,-2001
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2004,-2157,-2206,-2005,-2002,-1803,-2203,-1003,-1804,-3508,-2004,-2204,-2005,-2004,-2000,-3504,-2204,0,-3504,-2204,-2003,-1805,-2014,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2006,-2118,-2208,-2005,-2003,-1803,-2203,-1003,-1802,-3511,-2005,-2204,-2004,-2005,-2000,-3507,-2205,0,-3506,-2202,-2002,-1804,-2008,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2007,-2039,-2207,-2005,-2002,-1803,-2201,-1002,-1804,-3505,-2003,-2204,-2004,-2002,-2001,-3507,-2205,0,-3501,-2203,-2003,-1804,-2006,-2001
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2005,-2006,-2205,-2005,-2001,-1802,-2201,-1003,-1804,-3506,-2004,-2203,-2005,-2002,-2000,-3504,-2205,0,-3506,-2203,-2002,-1804,-2006,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2006,-2005,-2206,-2004,-2001,-1802,-2140,-1003,-1804,-3508,-2005,-2204,-2007,-2002,-2001,-3505,-2204,0,-3506,-2205,-2001,-1806,-2005,-2004
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2006,-2002,-2205,-2002,-2001,-1802,-2088,-1002,-1803,-3506,-2005,-2204,-2006,-2004,-2002,-3506,-2204,0,-3505,-2202,-2001,-1806,-2005,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2006,-2003,-2206,-2003,-2001,-1802,-2033,-1003,-1802,-3508,-2004,-2204,-2003,-2003,-2002,-3503,-2186,0,-3503,-2204,-2002,-1806,-2005,-2002
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2006,-2003,-2208,-2002,-2002,-1801,-2007,-1003,-1805,-3508,-2004,-2203,-2006,-2004,-2002,-3504,-2177,0,-3508,-2203,-2001,-1805,-2007,-2001
3/13/2026 11:05,0,0,0,0,0,0,0,0,-2006,-2002,-2208,-2003,-2001,-1802,-2002,-1003,-1805,-3508,-2004,-2203,-2006,-2003,-2002,-3504,-2100,0,-3506,-2204,-2002,-1805,-2005,-2002
3/13/2026 11:06,0,0,0,0,0,0,0,0,-2004,-2002,-2208,-2002,-2002,-1804,-2002,-1002,-1804,-3505,-2004,-2205,-2005,-2004,-2001,-3504,-2060,0,-3504,-2204,-2002,-1802,-2005,-2001
3/13/2026 11:06,0,0,0,0,0,0,0,0,-2005,-2002,-2191,-2002,-2002,-1803,-2000,-1002,-1802,-3508,-2003,-2204,-2006,-2004,-2002,-3504,-2041,0,-3504,-2204,-2003,-1805,-2006,-2004
3/13/2026 11:06,0,0,0,0,0,0,0,0,-2005,-2002,-2150,-2004,-2002,-1805,-2004,-1002,-1804,-3506,-2005,-2205,-2005,-2005,-2001,-3503,-2009,0,-3504,-2203,-2003,-1805,-2007,-2001
3/13/2026 11:06,0,0,0,0,0,0,0,0,-2004,-2003,-2065,-2002,-2004,-1804,-2003,-1001,-1804,-3509,-2004,-2205,-2004,-2004,-2002,-3509,-2004,0,-3504,-2206,-2003,-1803,-2006,-2001
