"date_rec","device_id","_faultCount","_cloudConnected","UnitSt","UnitMode","UnitAlm1","UnitFlt1","UnitFlt2","UnitFlt3","UnitDiags","kWin","kVArin","kWcalc","kVArcalc","kWout","kVArout","DCIin","DCIout","OutVin","OutFin","OutVout","OutFout","DisMax","ChMax","DisCost","ChCost","TmpRet","TmpSup","TmpAmb","TmpEnc1","TmpEnc2","TmpEnc3","TmpEnc4","EncHumidity","PcsSt","PcsCmd","DCAOut","DCVOut","ACA","AphA","AphB","AphC","PPVphAB","PPVphBC","PPVphCA","PhVphA","PhVphB","PhVphC","kW","Hz","kVAr","kWH","kWHC","kWHD","DCA","DCV","DCkW","TmpCab","TmpSnk","PcsStVnd","PcsEvtVnd1","PcsEvtVnd2","PcsEvtVnd3","PcsEvtVnd4","PcsEvtVnd5","PcsEvtVnd6","PcsEvtVnd7","PcsEvtVnd8","BattStVnd","BattSt","BattCmd","BattV","BattP","BattA","SoC","SoCOnline","SOE","SOEOnline","SoH","BattAChLmt","BattADisLmt","BattPChLmt","BattPDisLmt","BattPChLmtEMS","BattPDisLmtEMS","BatEvtVnd1","BatEvtVnd2","BatEvtVnd3","BatEvtVnd4","BatEvtVnd5","BatEvtVnd6","BatEvtVnd7","BatEvtVnd8","CellVMax","CellVMin","CellVAvg","ModTmpMax","ModTmpMin","ModTmpAvg","BattStopReq","DCIR","_ConnStr","_EnabledStr","_TotalStr","_PcsAlmActive","_BattAlmActive","_StrAlmActive","_RunningPcsCnt","_TotalPcs","_RunningHVACCnt","_TotalHVAC","_UnitType","_StrEnergy","_UnitSRating","_UnitE","_QMax","_QMin","_HVACInhibitCnt","_ExhaustCnt","_StrSocDelta","_StrSocStdDev","_StrVDelta","_StrVDeltaOnline","_emcu1St","_emcu3St","_emcu5St","_emcu0St","_emcu2St","_emcu4St","_bms1St","_bms0St","_TotBusbarPDisLmt","_TotBusbarPChLmt","_bias_err","_BusbarPcmds.0","_BusbarPcmds.1","_CusRole","_GenSel","_CurrFlt","_FltMod","_CurrWrn","_StartCondAll","_ACSw","_MVSw","_MVGenSw","_MVEarthSw","_MVFbErr","_PcsPModeVnd","_PcsQModeVnd","_SelModkWh","_SelModkVArh","_kVArh","_CommsTimeout","_HB","PcsEvtVnd9","PcsEvtVnd10","PcsEvtVnd11","PcsEvtVnd12","PcsEvtVnd13","PcsEvtVnd14","PcsEvtVnd15","PcsEvtVnd16","PcsEvtVnd17","_ACIR","_CustomBusbarPLmts.0.busbar_dis_limit","_CustomBusbarPLmts.0.busbar_ch_limit","_CustomBusbarPLmts.0.subbms_dis_limit","_CustomBusbarPLmts.0.subbms_ch_limit","_CustomBusbarPLmts.0.gain_param_val","_CustomBusbarPLmts.0.running","_CustomBusbarPLmts.0.busbar_delta_gain","_CustomBusbarPLmts.0.final_dis_limit","_CustomBusbarPLmts.0.final_ch_limit","_CustomBusbarPLmts.1.busbar_dis_limit","_CustomBusbarPLmts.1.busbar_ch_limit","_CustomBusbarPLmts.1.subbms_dis_limit","_CustomBusbarPLmts.1.subbms_ch_limit","_CustomBusbarPLmts.1.gain_param_val","_CustomBusbarPLmts.1.running","_CustomBusbarPLmts.1.busbar_delta_gain","_CustomBusbarPLmts.1.final_dis_limit","_CustomBusbarPLmts.1.final_ch_limit"
"2025-09-17T00:00:20Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1400,78.49,,,-1400,79.04,0,0,,,,,3630,-3750,0.665,1.435,,,,37,,,,,2,,,,23.53,23.4,24.3,22.9,34700,34500,34500,,,,-1418,60.0297,86,4961232,5420870,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1158.7,-1354.52,-1169,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.405,3.377,3.387,28,25,25.166,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-700,-700,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437788,0,37162,0,0,0,0,0,0,0,0,0,700.303,2099.37,2099.37,1815,1875,1153.4,true,0,1815,-1875,2099.37,2099.37,1815,1875,1153.9,true,0,1815,-1875
"2025-09-17T00:00:22Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1400,77.11,,,-1400,77.39,0,0,,,,,3630,-3750,0.665,1.435,,,,37,,,,,2,,,,23.53,23.4,24.3,22.9,34700,34500,34500,,,,-1406,60.021,82,4961232,5420870,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1158.3,-1354.05,-1169,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.404,3.376,3.386,28,25,25.333,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-700,-700,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437788,0,37164,0,0,0,0,0,0,0,0,0,700.303,2098.11,2098.11,1815,1875,1153.4,true,0,1815,-1875,2098.11,2098.11,1815,1875,1153.8,true,0,1815,-1875
"2025-09-17T00:00:24Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1400,77.11,,,-1400,77.11,0,0,,,,,3630,-3750,0.665,1.435,,,,38,,,,,2,,,,23.53,23.4,24.3,22.9,34700,34500,34500,,,,-1402,60.0234,80,4961232,5420870,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1158.3,-1354.05,-1169,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.404,3.376,3.386,28,25,25.166,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-700,-700,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437788,0,37166,0,0,0,0,0,0,0,0,0,700.303,2097.9,2097.9,1815,1875,1153.3,true,0,1815,-1875,2097.9,2097.9,1815,1875,1153.7,true,0,1815,-1875
"2025-09-17T00:00:26Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1400,74.62,,,-1400,75.17,0,0,,,,,3630,-3750,0.665,1.435,,,,37,,,,,2,,,,23.5,23.3,24.3,22.9,34700,34500,34500,,,,-1403,60.0243,79,4961232,5420871,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1158.2,-1353.94,-1169,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.404,3.376,3.386,28,25,25.166,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-700,-700,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437788,0,37168,0,0,0,0,0,0,0,0,0,700.303,2097.27,2097.27,1815,1875,1153.2,true,0,1815,-1875,2097.27,2097.27,1815,1875,1153.6,true,0,1815,-1875
"2025-09-17T00:00:28Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1400,73.25,,,-1400,73.52,0,0,,,,,3630,-3750,0.665,1.435,,,,38,,,,,2,,,,23.53,23.3,24.3,23,34700,34500,34500,,,,-1403,60.018,77,4961232,5420871,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1158.1,-1354.98,-1170,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.403,3.376,3.386,28,25,25.166,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-700,-700,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437788,0,37169,0,0,0,0,0,0,0,0,0,700.303,2098.11,2098.11,1815,1875,1153.2,true,0,1815,-1875,2098.11,2098.11,1815,1875,1153.6,true,0,1815,-1875
"2025-09-17T00:00:30Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1400,70.49,,,-1400,71.05,0,0,,,,,3630,-3750,0.665,1.435,,,,37,,,,,2,,,,23.5,23.3,24.3,22.9,34700,34500,34500,,,,-1402,60.0193,75,4961232,5420873,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1158.1,-1353.82,-1169,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.403,3.375,3.386,28,25,25.5,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-700,-700,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437788,0,37172,0,0,0,0,0,0,0,0,0,700.303,2098.95,2098.95,1815,1875,1153.1,true,0,1815,-1875,2098.95,2098.95,1815,1875,1153.5,true,0,1815,-1875
"2025-09-17T00:00:32Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1400,69.11,,,-1400,69.38,0,0,,,,,3630,-3750,0.665,1.435,,,,37,,,,,2,,,,23.5,23.3,24.3,22.9,34700,34500,34500,,,,-1402,60.0159,74,4961232,5420874,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1158,-1353.7,-1169,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.403,3.375,3.385,28,25,25.166,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-700,-700,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437788,0,37174,0,0,0,0,0,0,0,0,0,700.303,2099.37,2099.37,1815,1875,1153,true,0,1815,-1875,2099.37,2099.37,1815,1875,1153.5,true,0,1815,-1875
"2025-09-17T00:00:34Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1400,69.11,,,-1400,69.11,0,0,,,,,3630,-3750,0.665,1.435,,,,38,,,,,2,,,,23.53,23.4,24.3,22.9,34700,34500,34500,,,,-1403,60.0116,73,4961232,5420874,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1158,-1353.7,-1169,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.403,3.375,3.385,28,25,25.333,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-700,-700,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437789,0,37176,0,0,0,0,0,0,0,0,0,700.303,2099.79,2099.79,1815,1875,1153,true,0,1815,-1875,2099.79,2099.79,1815,1875,1153.4,true,0,1815,-1875
"2025-09-17T00:00:36Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1280.278063910544,67.73,,,-1280.278063910544,68,0,0,,,,,3630,-3750,0.665,1.435,,,,38,,,,,2,,,,21.47,21.2,22.3,20.9,34700,34500,34500,,,,-1327,60.0087,74,4961232,5420874,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1157.9,-1300.32,-1123,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.402,3.375,3.385,28,25,25.166,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,1,1,999,999,999,999,999,999,999,999,3630,-3750,false,-640,-640,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437789,0,37177,0,0,0,0,0,0,0,0,0,700.303,2100,2100,1815,1875,1152.6,true,0,1815,-1875,2100,2100,1815,1875,1153,true,0,1815,-1875
"2025-09-17T00:00:38Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1200,64.76,,,-1200,65.3,0,0,,,,,3630,-3750,0.665,1.435,,,,38,,,,,2,,,,20.23,20,21,19.7,34700,34500,34500,,,,-1264,60.0062,75,4961232,5420875,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1157.6,-1240.95,-1072,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.401,3.374,3.384,28,25,25.166,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,0.8,0.8,999,999,999,999,999,999,999,999,3630,-3750,false,-600,-600,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437789,0,37180,0,0,0,0,0,0,0,0,0,700.303,2098.95,2098.95,1815,1875,1152.3,true,0,1815,-1875,2098.95,2098.95,1815,1875,1152.8,true,0,1815,-1875
"2025-09-17T00:00:40Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1200,64.76,,,-1200,64.76,0,0,,,,,3630,-3750,0.665,1.435,,,,37,,,,,2,,,,20.07,19.8,20.9,19.5,34700,34500,34500,,,,-1209,60.0051,69,4961232,5420877,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1157.4,-1158.56,-1001,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.4,3.374,3.383,28,25,25.333,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,0.8,0.8,999,999,999,999,999,999,999,999,3630,-3750,false,-600,-600,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437789,0,37182,0,0,0,0,0,0,0,0,0,700.303,2097.9,2097.9,1815,1875,1152.2,true,0,1815,-1875,2097.9,2097.9,1815,1875,1152.6,true,0,1815,-1875
"2025-09-17T00:00:42Z","REV_TW1_U_01",0,true,2,1,0,0,0,0,0,-1200,64.76,,,-1200,64.76,0,0,,,,,3630,-3750,0.665,1.435,,,,38,,,,,2,,,,20.1,19.9,20.9,19.5,34700,34500,34500,,,,-1204,60.0058,70,4961232,5420878,,,,,,,12,0,0,0,0,0,0,0,0,,2,,1157.3,-1156.14,-999,88.5,88.5,14528.16,14528.16,100,-3912,3912,-3750,3630,-4200,4200,0,0,0,0,0,0,,,3.4,3.374,3.383,28,25,25.333,,,48,48,48,false,false,false,2,2,6,6,0,342,4200,16416,1500,-1500,0,0,1,0.505,0.8,0.8,999,999,999,999,999,999,999,999,3630,-3750,false,-600,-600,2,1,0,0,0,1,2,1,1,0,0,8,1,0,0,-1437789,0,37184,0,0,0,0,0,0,0,0,0,700.303,2098.95,2098.95,1815,1875,1152.1,true,0,1815,-1875,2098.95,2098.95,1815,1875,1152.5,true,0,1815,-1875
